system:index,GRD_Post_Processing_facility_country,GRD_Post_Processing_facility_name,GRD_Post_Processing_facility_org,GRD_Post_Processing_facility_site,GRD_Post_Processing_software_name,GRD_Post_Processing_software_version,GRD_Post_Processing_start,GRD_Post_Processing_stop,S1TBX_Calibration_vers,S1TBX_SAR_Processing_vers,SLC_Processing_facility_country,SLC_Processing_facility_name,SLC_Processing_facility_org,SLC_Processing_facility_site,SLC_Processing_software_name,SLC_Processing_software_version,SLC_Processing_start,SLC_Processing_stop,SNAP_Graph_Processing_Framework_GPF_vers,cycleNumber,familyName,instrument,instrumentConfigurationID,instrumentMode,instrumentSwath,missionDataTakeID,nssdcIdentifier,orbitNumber_start,orbitNumber_stop,orbitProperties_ascendingNodeTime,orbitProperties_pass,phaseIdentifier,platformHeading,platform_number,productClass,productClassDescription,productComposition,productTimelinessCategory,productType,relativeOrbitNumber_start,relativeOrbitNumber_stop,resolution,resolution_meters,segmentStartTime,sliceNumber,sliceProductFlag,startTimeANX,stopTimeANX,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,totalSlices,transmitterReceiverPolarisation,.geo
S1A_IW_GRDH_1SDV_20230330T002546_20230330T002611_047866_05C071_D7A2,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.52,1.680158446307E12,1.680159057E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.52,1.680158605E12,1.680158952E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,376945.0,2014-016A,47866.0,47866.0,1.680133087736E12,DESCENDING,1.0,-168.0202709881925,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,19.0,19.0,H,10.0,1.680135892328E12,3.0,true,2858293.0,2883738.0,3947426344,"[VV, VH, angle]",<Element>,"LinearRing(81.48990860079502,6.692916953586991, 81.49070964258867,6.700059223624916, 80.798569851298,6.842709056881347, 79.26419287571325,7.155003905798069, 79.10893539429888,6.3884382744728345, 79.0318572016712,6.007613214604447, 78.95397473583226,5.6227098377024545, 78.95438337539201,5.6223033287625395, 78.96357925111548,5.619796443713267, 79.65534228084991,5.477625713949578, 81.20019009742134,5.284654842820392, 81.23730093529916,5.458202358535264, 81.26611415229532,5.597979497175971, 81.31359112401314,5.828380290893707, 81.35909003387259,6.04927105331568, 81.40219974742114,6.258679091466546, 81.43771227194287,6.433212382927211, 81.47696100172547,6.626396409570228, 81.48783680912331,6.681076014188124, 81.48990860079502,6.692916953586991)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230330T002546_20230330T002611_047866_05C071_D7A2,1.680135946E12,1.680135946E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[81.48990860079502,6.69291695358699],[81.49070964258867,6.700059223624917],[80.798569851298,6.842709056881347],[79.26419287571326,7.155003905798069],[79.10893539429888,6.3884382744728345],[79.03185720167122,6.007613214604447],[78.95397473583226,5.622709837702455],[78.95438337539201,5.6223033287625395],[78.96357925111548,5.619796443713266],[79.65534228084991,5.477625713949577],[81.20019009742134,5.284654842820393],[81.23730093529916,5.458202358535263],[81.26611415229532,5.597979497175972],[81.31359112401314,5.828380290893707],[81.35909003387259,6.04927105331568],[81.40219974742114,6.258679091466547],[81.43771227194287,6.433212382927211],[81.47696100172548,6.626396409570228],[81.48783680912331,6.681076014188123],[81.48990860079502,6.69291695358699]]]}"
S1A_IW_GRDH_1SDV_20230330T124922_20230330T124951_047874_05C0A9_5EC0,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680188716997E12,1.680189295E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680188868E12,1.680189187E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,377001.0,2014-016A,47874.0,47874.0,1.680180484343E12,ASCENDING,1.0,-11.98095307006247,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.680180562744E12,1.0,true,78094.84,107100.3,4542283232,"[VV, VH, angle]",<Element>,"LinearRing(80.56827113303399,5.411463729551697, 80.56975359031199,5.411464743059531, 81.3253866094944,5.56852111358851, 82.09254555222559,5.7926899667144935, 82.76765768160293,5.991519298329031, 82.76615793434928,5.999154354814503, 82.68492876683158,6.401571773100316, 82.6036516022236,6.804003368380377, 82.52231435071282,7.206446632797909, 82.43918405670112,7.61739789915667, 82.43870099966927,7.618860154026079, 82.42810687765108,7.616782558755521, 80.63087486240921,7.251875126468002, 80.2100538320426,7.165296245785788, 80.21063388785046,7.158207580190725, 80.21416903618024,7.132640462706979, 80.23557961049782,7.023921584281556, 80.24735243423365,6.965327374606152, 80.29513500356725,6.733147151736115, 80.41818159083043,6.138703209042499, 80.53809361435992,5.557790390792956, 80.56827113303399,5.411463729551697)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230330T124922_20230330T124951_047874_05C0A9_5EC0,1.680180562E12,1.680180562E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[80.56827113303399,5.411463729551696],[80.56975359031199,5.411464743059531],[81.3253866094944,5.56852111358851],[82.09254555222559,5.7926899667144935],[82.76765768160293,5.99151929832903],[82.76615793434928,5.999154354814503],[82.68492876683158,6.401571773100317],[82.60365160222361,6.804003368380377],[82.52231435071282,7.206446632797911],[82.43918405670112,7.6173978991566695],[82.43870099966927,7.618860154026079],[82.42810687765108,7.616782558755519],[80.63087486240921,7.251875126468001],[80.2100538320426,7.16529624578579],[80.21063388785046,7.158207580190724],[80.21416903618024,7.132640462706979],[80.23557961049782,7.023921584281557],[80.24735243423365,6.965327374606152],[80.29513500356725,6.733147151736115],[80.41818159083043,6.138703209042499],[80.53809361435992,5.557790390792956],[80.56827113303399,5.411463729551696]]]}"
S1A_IW_GRDH_1SDV_20230330T124951_20230330T125016_047874_05C0A9_F5AB,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680188708615E12,1.680189264E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680188853E12,1.680189158E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,377001.0,2014-016A,47874.0,47874.0,1.680180484343E12,ASCENDING,1.0,-11.99388286861717,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.680180562744E12,2.0,true,107101.8,132100.0,4054334716,"[VV, VH, angle]",<Element>,"LinearRing(82.43499582465307,7.6178825356022415, 82.4389027216526,7.6187684898915355, 82.35920244083164,8.017151061579325, 82.2851332990039,8.386964379653094, 82.2109749875847,8.756778213841022, 82.13660509938714,9.127153229742735, 80.63226769245881,8.826514506524324, 80.14643451555483,8.728012955502619, 79.89493169160981,8.676753844809953, 79.90388544939087,8.633172507923248, 79.91826034293085,8.56321477356233, 79.9886500229022,8.222355306618931, 80.04292222162204,7.959570475011903, 80.17158592192912,7.335504771421993, 80.18740524824676,7.25980778886555, 80.20430872561158,7.180597515630302, 80.2068543894177,7.172454730599351, 80.20903968242688,7.167296089031291, 80.21017486529007,7.165038141786704, 81.56610870542438,7.442467384405006, 82.43499582465307,7.6178825356022415)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230330T124951_20230330T125016_047874_05C0A9_F5AB,1.680180591E12,1.680180591E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[82.43499582465307,7.6178825356022415],[82.4389027216526,7.6187684898915355],[82.35920244083164,8.017151061579325],[82.2851332990039,8.386964379653095],[82.2109749875847,8.756778213841024],[82.13660509938714,9.127153229742735],[80.63226769245883,8.826514506524324],[80.14643451555483,8.728012955502619],[79.89493169160981,8.676753844809953],[79.90388544939087,8.633172507923248],[79.91826034293085,8.563214773562327],[79.9886500229022,8.222355306618931],[80.04292222162204,7.959570475011902],[80.17158592192912,7.335504771421993],[80.18740524824676,7.25980778886555],[80.2043087256116,7.180597515630303],[80.2068543894177,7.172454730599349],[80.20903968242688,7.167296089031289],[80.21017486529007,7.165038141786704],[81.56610870542438,7.442467384405008],[82.43499582465307,7.6178825356022415]]]}"
S1A_IW_GRDH_1SDV_20230330T125016_20230330T125036_047874_05C0A9_8497,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680188701069E12,1.680189116E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680188805E12,1.680189023E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,377001.0,2014-016A,47874.0,47874.0,1.680180484343E12,ASCENDING,1.0,-12.00715180291948,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,27.0,27.0,H,10.0,1.680180562744E12,3.0,true,132101.5,152017.5,3038471401,"[VV, VH, angle]",<Element>,"LinearRing(79.83083908752948,8.988720255930497, 79.84746477983067,8.907780435849176, 79.86541812943986,8.82040242179718, 79.8880855973333,8.7100622625463, 79.89499191655734,8.6765350623543, 79.91834685590892,8.681252593281341, 81.60005747475823,9.020404688739943, 82.13661340231162,9.126871612131039, 82.13165389313093,9.151924400696265, 82.01515354961708,9.737339628816184, 81.89784506315965,10.325252035681578, 81.89743919928816,10.325253143296722, 81.8883866469988,10.324463430864943, 81.62634891536023,10.273255725350259, 81.18659107443321,10.186708444336144, 79.67320473651691,9.757073401127732, 79.67320713440658,9.756454266248337, 79.67794960675919,9.733134576288945, 79.76256290592379,9.321099045037192, 79.78645108841528,9.204797505965367, 79.80365976980055,9.121025268536057, 79.83083908752948,8.988720255930497)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230330T125016_20230330T125036_047874_05C0A9_8497,1.680180616E12,1.680180616E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[79.83083908752948,8.988720255930499],[79.84746477983067,8.907780435849176],[79.86541812943986,8.82040242179718],[79.8880855973333,8.7100622625463],[79.89499191655734,8.6765350623543],[79.91834685590892,8.681252593281341],[81.60005747475823,9.020404688739943],[82.13661340231162,9.126871612131039],[82.13165389313093,9.151924400696265],[82.01515354961708,9.737339628816185],[81.89784506315965,10.325252035681576],[81.89743919928816,10.32525314329672],[81.8883866469988,10.324463430864943],[81.62634891536023,10.273255725350259],[81.18659107443321,10.186708444336144],[79.67320473651691,9.757073401127734],[79.67320713440658,9.756454266248339],[79.67794960675919,9.733134576288945],[79.76256290592379,9.321099045037194],[79.78645108841529,9.204797505965367],[79.80365976980055,9.121025268536057],[79.83083908752948,8.988720255930499]]]}"
S1A_IW_GRDH_1SDV_20230404T003243_20230404T003308_047939_05C2D7_AF9A,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680594825239E12,1.68059543E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680594991E12,1.680595315E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,377559.0,2014-016A,47939.0,47939.0,1.680565581793E12,DESCENDING,1.0,-167.9736603145265,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,92.0,92.0,H,10.0,1.6805678851E12,20.0,true,2782007.0,2807005.0,4073258139,"[VV, VH, angle]",<Element>,"LinearRing(79.11904099954144,9.99259074366556, 80.07254484933205,9.800930362360354, 80.11141663465692,9.99032731216066, 80.1544084483331,10.199747125069946, 80.206135734618,10.45181378809523, 80.24523601924395,10.642318483740858, 80.29773729212833,10.89802782734651, 80.35435350577022,11.173847442770018, 80.38218515332585,11.30940456739841, 80.38217614951903,11.313601983709816, 79.25921269985268,11.53628992451384, 78.69938372192128,11.645514512656609, 78.12019338484079,11.757235361705538, 78.11155590311522,11.715819484691215, 78.04333591859991,11.371050556389394, 77.97517797911338,11.026300197110032, 77.9070744612286,10.681569888791566, 77.83901789355698,10.336861141766457, 77.8217211919509,10.248604271672285, 79.11904099954144,9.99259074366556)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230404T003243_20230404T003308_047939_05C2D7_AF9A,1.680568363E12,1.680568363E12,1737557846709789,22.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[79.11904099954144,9.992590743665561],[80.07254484933206,9.800930362360356],[80.11141663465692,9.99032731216066],[80.1544084483331,10.199747125069946],[80.206135734618,10.45181378809523],[80.24523601924395,10.642318483740858],[80.29773729212833,10.89802782734651],[80.35435350577022,11.173847442770018],[80.38218515332585,11.30940456739841],[80.38217614951903,11.313601983709816],[79.25921269985268,11.53628992451384],[78.69938372192128,11.645514512656609],[78.12019338484079,11.75723536170554],[78.11155590311522,11.715819484691215],[78.04333591859991,11.371050556389394],[77.97517797911338,11.026300197110034],[77.9070744612286,10.68156988879157],[77.83901789355698,10.336861141766459],[77.82172119195091,10.248604271672285],[79.11904099954144,9.992590743665561]]]}"
S1A_IW_GRDH_1SDV_20230404T003308_20230404T003333_047939_05C2D7_6D09,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680595320469E12,1.680595926E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680595488E12,1.680595819E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,377559.0,2014-016A,47939.0,47939.0,1.680565581793E12,DESCENDING,1.0,-167.9928457483586,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,92.0,92.0,H,10.0,1.6805678851E12,21.0,true,2807007.0,2832005.0,4062354226,"[VV, VH, angle]",<Element>,"LinearRing(79.87301048816927,8.829077844856858, 79.90682595817616,8.993771632618278, 79.94969496724225,9.202491282155215, 80.01155858800259,9.503859698519191, 80.03859770119048,9.635549376233472, 80.07197119034142,9.798834535696022, 80.07196428492688,9.801329793077631, 78.95183450652102,10.026258738469195, 78.3938108889325,10.136737986372811, 77.82192406193866,10.248847407473582, 77.80040615357161,10.147679032988469, 77.75293197392946,9.917738293304149, 77.69551832010636,9.62384573444877, 77.6381209878246,9.329973185116861, 77.58073549603206,9.036121187793798, 77.52289812270637,8.73993758388471, 78.51188992087482,8.542304693712083, 79.76172054303657,8.288635039235148, 79.78828398679458,8.416545885255967, 79.82640345131514,8.602117199020649, 79.87301048816927,8.829077844856858)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230404T003308_20230404T003333_047939_05C2D7_6D09,1.680568388E12,1.680568388E12,1737557846709789,22.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[79.87301048816927,8.829077844856858],[79.90682595817616,8.99377163261828],[79.94969496724225,9.202491282155217],[80.01155858800259,9.503859698519191],[80.03859770119048,9.635549376233472],[80.07197119034142,9.798834535696022],[80.07196428492688,9.801329793077631],[78.95183450652102,10.026258738469195],[78.39381088893252,10.13673798637281],[77.82192406193866,10.248847407473582],[77.80040615357161,10.14767903298847],[77.75293197392946,9.91773829330415],[77.69551832010636,9.623845734448771],[77.6381209878246,9.329973185116863],[77.58073549603206,9.036121187793798],[77.52289812270637,8.739937583884709],[78.51188992087484,8.542304693712083],[79.76172054303657,8.288635039235148],[79.78828398679458,8.416545885255966],[79.82640345131514,8.602117199020649],[79.87301048816927,8.829077844856858]]]}"
S1A_IW_GRDH_1SDV_20230404T003333_20230404T003353_047939_05C2D7_D3EC,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680594878806E12,1.680595315E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680595016E12,1.680595234E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,377559.0,2014-016A,47939.0,47939.0,1.680565581793E12,DESCENDING,1.0,-168.0070719436758,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,92.0,92.0,H,10.0,1.6805678851E12,22.0,true,2832007.0,2851371.0,2954597119,"[VV, VH, angle]",<Element>,"LinearRing(77.33107155653168,7.799723679099551, 77.28983823025982,7.575257540832975, 77.2919689358328,7.5734663869252525, 77.99439200377681,7.43175861203397, 78.7699769616719,7.337751006649505, 79.54668804514202,7.242172391832728, 79.57816096668206,7.395224250002373, 79.61386636387044,7.568973006609138, 79.65537380222585,7.770948931706149, 79.68304051287757,7.905582314932147, 79.72130592428611,8.091819134004494, 79.76178770307564,8.288902558263151, 78.64912227757034,8.515036064555485, 78.09289633873715,8.626727935211013, 77.52319768598659,8.740161722027882, 77.52286688898955,8.73948808975579, 77.45926256857088,8.494301040001426, 77.4543068418528,8.47095886172483, 77.37215740630499,8.023454481066157, 77.33107155653168,7.799723679099551)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230404T003333_20230404T003353_047939_05C2D7_D3EC,1.680568413E12,1.680568413E12,1737557846709789,22.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[77.33107155653168,7.799723679099549],[77.28983823025982,7.575257540832975],[77.29196893583281,7.573466386925251],[77.99439200377681,7.431758612033968],[78.76997696167192,7.337751006649505],[79.54668804514202,7.242172391832728],[79.57816096668206,7.395224250002373],[79.61386636387044,7.568973006609138],[79.65537380222585,7.770948931706149],[79.68304051287757,7.905582314932149],[79.72130592428611,8.091819134004496],[79.76178770307564,8.288902558263151],[78.64912227757034,8.515036064555485],[78.09289633873716,8.626727935211012],[77.52319768598659,8.740161722027882],[77.52286688898955,8.73948808975579],[77.45926256857088,8.494301040001426],[77.4543068418528,8.47095886172483],[77.37215740630499,8.023454481066157],[77.33107155653168,7.799723679099549]]]}"
S1A_IW_GRDH_1SDV_20230406T001715_20230406T001750_047968_05C3DB_7EC4,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.680746369101E12,1.680747003E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.68074651E12,1.680746882E12,8.0.3,288.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,377819.0,2014-016A,47968.0,47968.0,1.6807373941E12,DESCENDING,1.0,-168.0171525136077,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,121.0,121.0,H,10.0,1.680740235542E12,1.0,true,2841112.0,2876433.0,5380167174,"[VV, VH, angle]",<Element>,"LinearRing(83.69040999646738,7.388445808261667, 83.72709662625496,7.566940142502975, 83.7621961832801,7.7377181546478075, 83.69641837732586,7.7512788277331515, 83.00395118411946,7.892805300485942, 82.2078394503908,7.988722103270791, 81.50458148619583,8.06899391357964, 81.35931801591165,7.370730892963461, 81.29332180120598,7.038889391334364, 81.10030472180048,6.064609744425999, 81.10124757115713,6.063665545777149, 81.1099048535315,6.060675293202451, 81.80150670400799,5.919133732934994, 83.34833278896929,5.726444954917649, 83.37443583737385,5.853080641597535, 83.43235005480281,6.1341557406887635, 83.49712949264544,6.448825589294174, 83.53647112416364,6.640033172422682, 83.63618724323426,7.124699474245067, 83.69040999646738,7.388445808261667)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230406T001715_20230406T001750_047968_05C3DB_7EC4,1.680740235E12,1.680740235E12,1737557846709789,1.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[83.69040999646738,7.388445808261667],[83.72709662625496,7.566940142502975],[83.7621961832801,7.737718154647808],[83.69641837732586,7.7512788277331515],[83.00395118411946,7.892805300485942],[82.2078394503908,7.988722103270791],[81.50458148619583,8.068993913579638],[81.35931801591165,7.37073089296346],[81.29332180120598,7.038889391334365],[81.10030472180048,6.064609744425999],[81.10124757115713,6.063665545777149],[81.1099048535315,6.060675293202451],[81.80150670400799,5.919133732934995],[83.34833278896929,5.726444954917649],[83.37443583737385,5.853080641597535],[83.43235005480281,6.1341557406887635],[83.49712949264544,6.448825589294174],[83.53647112416364,6.640033172422682],[83.63618724323426,7.124699474245067],[83.69040999646738,7.388445808261667]]]}"
S1A_IW_GRDH_1SDV_20230411T002452_20230411T002521_048041_05C659_3884,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.681178619589E12,1.68117921E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.681178782E12,1.681179098E12,8.0.3,289.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,378457.0,2014-016A,48041.0,48041.0,1.681169888467E12,DESCENDING,1.0,-167.9935489517119,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,19.0,19.0,H,10.0,1.681172693047E12,1.0,true,2804252.0,2833279.0,4526081728,"[VV, VH, angle]",<Element>,"LinearRing(82.01080827370902,9.225622337785387, 82.03361862727172,9.336724747059693, 82.0649829284091,9.489490522903981, 82.09817029864162,9.651183269444905, 82.16280845681828,9.966221596239912, 82.0912423390503,9.980721613405876, 81.399287242793,10.119767905566892, 80.59761350764742,10.213649299210308, 79.88954886685407,10.291895562853384, 79.8088810066627,9.888487671001018, 79.72839385446366,9.485276240552826, 79.64803450579957,9.082061961771803, 79.56464742446666,8.663033823932809, 80.56333989739056,8.463285055907969, 81.80232308294447,8.211632642904071, 81.85421349856132,8.463208845756022, 81.88076150179285,8.59239002229048, 81.91757970922443,8.771635605444514, 81.95015568886414,8.930232217426449, 81.9826143395604,9.08830716914436, 82.01080827370902,9.225622337785387)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230411T002452_20230411T002521_048041_05C659_3884,1.681172692E12,1.681172692E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[82.01080827370902,9.225622337785389],[82.03361862727172,9.336724747059693],[82.0649829284091,9.489490522903981],[82.09817029864162,9.651183269444905],[82.16280845681828,9.966221596239912],[82.0912423390503,9.980721613405876],[81.399287242793,10.119767905566892],[80.59761350764742,10.213649299210308],[79.88954886685407,10.291895562853384],[79.8088810066627,9.88848767100102],[79.72839385446366,9.485276240552826],[79.64803450579957,9.082061961771803],[79.56464742446666,8.663033823932807],[80.56333989739056,8.46328505590797],[81.80232308294447,8.21163264290407],[81.85421349856132,8.463208845756023],[81.88076150179285,8.59239002229048],[81.91757970922443,8.771635605444512],[81.95015568886414,8.930232217426449],[81.9826143395604,9.088307169144361],[82.01080827370902,9.225622337785389]]]}"
S1A_IW_GRDH_1SDV_20230411T002521_20230411T002546_048041_05C659_4777,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.681178623256E12,1.681179186E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.681178789E12,1.68117909E12,8.0.3,289.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,378457.0,2014-016A,48041.0,48041.0,1.681169888467E12,DESCENDING,1.0,-168.0091136312317,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,19.0,19.0,H,10.0,1.681172693047E12,2.0,true,2833280.0,2858279.0,4067189534,"[VV, VH, angle]",<Element>,"LinearRing(81.75676432703786,7.98992393164293, 81.77768441181858,8.09171171362306, 81.80239089862607,8.211901827234728, 81.59597385953714,8.254119195900072, 79.56478323948583,8.66329187996402, 79.4876644080402,8.279917952224958, 79.41327098478185,7.909691922995106, 79.33894715882916,7.539472695406178, 79.26468354115084,7.169262171733976, 79.26183172742876,7.154735219807892, 80.28187581953944,6.947730704660686, 81.48616805949645,6.7002614378114025, 81.48860888967369,6.700258990991526, 81.49207817052893,6.715793635112599, 81.50608074312667,6.7814530158148605, 81.54811804146789,6.98167718791541, 81.59830523041943,7.222014980785159, 81.69204231385665,7.675073718031528, 81.71488771385854,7.786199130500399, 81.73704279366106,7.893976967816268, 81.75676432703786,7.98992393164293)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230411T002521_20230411T002546_048041_05C659_4777,1.681172721E12,1.681172721E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[81.75676432703786,7.989923931642931],[81.77768441181858,8.091711713623061],[81.80239089862607,8.211901827234728],[81.59597385953714,8.254119195900072],[79.56478323948583,8.66329187996402],[79.4876644080402,8.27991795222496],[79.41327098478185,7.909691922995106],[79.33894715882916,7.539472695406178],[79.26468354115084,7.169262171733974],[79.26183172742876,7.1547352198078915],[80.28187581953944,6.947730704660687],[81.48616805949645,6.7002614378114025],[81.48860888967369,6.700258990991526],[81.49207817052893,6.7157936351125995],[81.50608074312667,6.7814530158148605],[81.54811804146789,6.981677187915412],[81.59830523041943,7.222014980785159],[81.69204231385665,7.675073718031528],[81.71488771385854,7.786199130500399],[81.73704279366106,7.8939769678162675],[81.75676432703786,7.989923931642931]]]}"
S1A_IW_GRDH_1SDV_20230411T002546_20230411T002612_048041_05C659_5503,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.681178620541E12,1.68117915E12,8.0.3,8.0.3,Italy,Copernicus Ground Segment,ESA,Production Service-SERCO,Sentinel-1 IPF,003.61,1.681178768E12,1.681179046E12,8.0.3,289.0,SENTINEL-1,Synthetic Aperture Radar,7.0,IW,IW,378457.0,2014-016A,48041.0,48041.0,1.681169888467E12,DESCENDING,1.0,-168.0208270788378,A,S,SAR Standard L1 Product,Slice,Fast-24h,GRD,19.0,19.0,H,10.0,1.681172693047E12,3.0,true,2858280.0,2883688.0,3934635907,"[VV, VH, angle]",<Element>,"LinearRing(81.30897547989123,5.817841190193621, 81.3341791728554,5.940211599463328, 81.37670926782708,6.1467302323996345, 81.40145789915505,6.267022296132813, 81.43338034545884,6.4240110169167615, 81.4788982941546,6.648126355887392, 81.48606870905046,6.6846788927538565, 81.48864390409754,6.700032863308682, 80.9756212976976,6.805864557913103, 80.12335798286914,6.980362290751409, 79.26195714987308,7.154993602368606, 79.26114233110711,7.151265101117318, 79.18302561476027,6.765628639906711, 79.10611497990858,6.385737257639378, 79.0292384594751,6.0058625402800425, 78.9521247464464,5.624714452636948, 78.96175956227941,5.622036080124613, 79.65233322347515,5.480122051613342, 81.1981753567163,5.286662349826329, 81.23492896023345,5.458541766919183, 81.25652491822522,5.563277326799025, 81.30897547989123,5.817841190193621)",COPERNICUS/S1_GRD/S1A_IW_GRDH_1SDV_20230411T002546_20230411T002612_048041_05C659_5503,1.681172746E12,1.681172746E12,1737557846709789,3.0,"[VV, VH]","{""type"":""Polygon"",""coordinates"":[[[81.30897547989123,5.817841190193621],[81.3341791728554,5.9402115994633276],[81.37670926782708,6.146730232399635],[81.40145789915505,6.267022296132814],[81.43338034545884,6.424011016916762],[81.4788982941546,6.648126355887392],[81.48606870905046,6.6846788927538565],[81.48864390409756,6.700032863308682],[80.9756212976976,6.805864557913105],[80.12335798286914,6.980362290751411],[79.26195714987308,7.154993602368606],[79.26114233110711,7.1512651011173185],[79.18302561476027,6.76562863990671],[79.10611497990858,6.385737257639379],[79.0292384594751,6.005862540280042],[78.9521247464464,5.624714452636949],[78.96175956227941,5.622036080124612],[79.65233322347515,5.480122051613342],[81.1981753567163,5.28666234982633],[81.23492896023345,5.458541766919183],[81.25652491822522,5.563277326799025],[81.30897547989123,5.817841190193621]]]}"
